,Class,Text,length
2108,1,free day sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic c pocketbab co uk wk,154
2109,0,lara said loan lt gt,38
2110,0,ani spare power suppli,35
2111,0,yar quit clever aft mani guess lor got ask bring thk darren go aiya thk leona still attach wat,147
2112,1,winner special select receiv cash award speak live oper claim call pm cost p,157
2113,0,yeah go bed back befor midnight,51
2114,1,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop,161
2115,0,well avail washob nob last night ask nickey platt instead,107
2116,0,time week ryan,38
2117,0,wish u mani mani return day happi birthday vikki,60
2118,1,u win music gift voucher everi week start txt word draw tsc www idew com skillgam winaweek age ppermesssubscript,159
2119,0,hope know still mad,37
2120,0,argh g spotti anyway onli thing rememb research wa provinc sterl onli problem free place look,157
2121,0,xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnung ipaditan,185
2122,0,know result,28
2123,1,congratul thi week competit draw u prize claim call b cs stop sm onli ppm,169
2124,0,beauti truth graviti read care heart feel light someon feel veri heavi someon leav good night,159
2125,0,sorri im get feel realli bad total reject kinda thing,79
2126,0,got shitload diamond though,40
2127,0,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,113
2128,0,well go aunti,30
2129,0,mine like fr china noisi,42
2130,0,later guess needa mcat studi,41
2131,0,train manual show tech process password reset troubleshoot,113
2132,1,b u voucher w c marsm log onto www b utel com discount credit opt repli stop custom care call,137
2133,0,spoke uncl john today strongli feel need sacrif keep go call doe beg listen dont make ani promi make clear thing easi need plea let us work thing long keep expect help creativ stifl pl keep happi promi part,382
2134,0,start search get job day great potenti talent,87
2135,0,carlo took leav minut,49
2136,0,well done luv ya,27
2137,0,whi came hostel,28
2138,0,k still love,26
2139,0,juz rememb gotta bath dog today,49
2140,0,drug abl eat,39
2141,0,alright took morphin back yo,38
2142,0,see requir plea,31
2143,0,stayin troubl stranger saw dave day sort still bloke u gona get girl mr ur mum still think get getha,162
2144,1,freemsg hey buffi love satisfi men home alon feel randi repli c pix qlynnbv help p msg send stop stop txt,154
2145,1,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop,161
2146,0,collect ur laptop,25
2147,0,ok later show around want cld drink befor wld prefer spend money nosh mind nxt wk,154
2148,0,onc get home,22
2149,0,waaaat lololo ok next time,34
2150,0,tabl occupi wait tree,45
2151,0,sure dont forgot come alway touch,70
2152,0,hi kindli give us back document submit loan stapati,77
2153,0,dont shall buy one dear,32
2154,0,oh god happi see messag day,50
2155,0,year mani mile,30
2156,0,hey cuti goe wale kinda ok like hill shit still avent kill,114
2157,0,sad stori man last week wa b day wife nt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi b day boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife parent kidz friend n colleagu scream surpri wa wait sofa nake,588
2158,0,think go honesti road call bank tomorrow tough deci make us great peopl,114
2159,1,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate zed pobox w wq norm p tone,147
2160,0,speciali work slave labor look thi month sha co shakara beggar,114
2161,0,repli ha boy chang hi phone number,50
2162,0,go write msg put dictionari mode cover screen hand press lt gt gentli remov ur hand interest,141
2163,0,hi darlin im way london smash anoth driver big dent im realli miss u u xxx,158
2164,0,noth realli make sure everybodi speed,56
2165,0,come home dinner,29
2166,0,thank way lost,39
2167,0,ye good crickit mind,32
2168,0,thx well month,37
2169,1,shop till u drop either k k cash travel voucher call ntt po box cr bt fixedlin cost ppm mobil vari,156
2170,0,plea come imin town dontmatt urgoin outl r,63
2171,0,wont wat wit guy,29
2172,0,yavnt tri yet never play origin either,48
2173,0,hiya good day spoken sinc weekend,59
2174,0,see thought,29
2175,0,work plea call,24
2176,0,get readi moan scream,31
2177,0,oh k whi got job,37
2178,0,think need go late school night especi one class one miss last wednesday probabl fail test friday,193
2179,0,pop lt gt ibuprofen wa help,45
2180,0,babe goe day sip cappuccino think love send kiss across sea,154
2181,0,ok,3
2182,0,ps u ur grown right,32
2183,0,chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,131
2184,0,know peopl hit fuck ye,52
2185,0,puriti friendship two smile read forward messag smile see name gud evng,142
2186,0,anyth specif regard jaklin becau idk fuck,104
2187,0,oh god gonna googl nearbi cliff,43
2188,1,free camera phone liner month cross ntwk min price txt bundl deal also avbl call call optout j mf,152
2189,0,yup shd haf ard page add figur got mani page,73
2190,0,ooh got gonna start belli danc moseley wed u want join cafe,105
2191,0,thankyou much call appreci care,54
2192,0,congrat treat pend mail day mail onc thru respect mother home check mail,108
2193,0,call one pick e phone ask alreadi said ok,77
2194,0,hi email address ha chang,42
2195,0,v aluabl ffection l oveabl e ternal n obl ruth ntimat n atur e namou happi valentin day advanc,132
2196,0,much textin bout,42
2197,0,bring got,22
2198,0,movi call wat,30
2199,0,sure stomach,38
2200,0,haha dinner cousin,54
2201,0,boy wa late home hi father power frndship,56
2202,0,man carlo definit come mu tonight excu,66
2203,0,soon real thing princess make wet,65
2204,0,raji pl favour pl convey birthday wish nimya pl today birthday,93
2205,0,haha leg neck kill amigo hope end night burn think could swing like hour,132
2206,1,urgent mobil xxxxxxxxx bonu caller prize thi nd attempt reach call asap box n qp ppm,158
2207,0,usual bodi take care buy make sure doesnt progress pl continu thi talk saturday,112
2208,1,urgent costa del sol holiday await collect call toclaim sae tc pobox stockport sk xh cost pm max min,159
2209,0,hmm well night night,22
2210,0,want say holi shit guy kid thi bud,68
2211,0,gettin bit arti collag mo well tryin ne way got roast min love shall enjoy,119
2212,0,thi one day billion class right,58
2213,0,goodmorn today late hr becau back pain,60
2214,0,ok let noe later n ask call u tmr,54
2215,0,prabha soryda reali frm heart sori,45
2216,0,ok walik ard u wan buy anyth go ur hou,66
2217,0,two carton u veri plea shelv,67
2218,0,nice talk plea dont forget pix want see,77
2219,1,guarant cash prize claim yr prize call custom servic repr pm cost p,154
2220,0,realli quit funni lor wat u shd haf run shorter distanc wat,76
2221,0,notic like look shit mirror turn right freak,77
2222,0,great wa get worri know wonder care person like onli best life know u r wonder god love,175
2223,1,thank rington order ref number k mobil charg tone arriv plea call custom servic,156
2224,0,prefer free day tue wed fri oso ask workin lor,77
2225,0,alrit jod revi goin keri bin doin smidgin n e way u wanna cum colleg xx,102
2226,0,beliv come home,39
2227,0,oh k k take test,32
2228,0,exact intent,30
2229,0,haha money leh later got go tuition haha look empti slot drive lesson,108
2230,0,hey thk juz go accordin wat discuss yest lor except kb sun co nt much lesson go attend kb sat,141
2231,0,k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr pm,130
2232,0,noth get msg di name wit differ,58
2233,0,good morn plz call sir,28
2234,0,room number wanna make sure knock right door,77
2235,0,si como listen plaid album quit gd new air hilari also bought braindanc comp ofstuff aphex abel,136
2236,0,pl tell nelson bb longer comin money wa expect aint come,88
2237,0,give someth drink take vomit temp might drop unmit howev let know,127
2238,0,think sent text home phone cant display text still want send hi number,110
2239,0,everi day use sleep lt gt onli,51
2240,0,k call close,30
2241,0,u buy newspap alreadi,25
2242,0,nope wif si lor aft bath dog bath look like go rain soon,96
2243,0,boo way mom make tortilla soup yummmm,64
2244,0,manag puzzel,23
2245,0,find way includ detail,70
2246,1,hi ya babe x u goten bout scammer get smart though thi regular vodafon respond get prem rate msg subscript use also bewar,181
2247,1,back work morro half term u c nite sexi passion b go back chat luv dena call minmobsmorelkpobox hp fl,159
2248,0,like spoil,31
2249,1,thank rington order ref number r mobil charg tone arriv plea call custom servic,156
2250,0,get threat sale execut shifad rai complaint offici messag,113
2251,0,hope thing went well doctor remind still need go u c littl thing left loung,110
2252,0,den wat e schedul b lk sun,36
2253,0,lol enjoy role play much,28
2254,0,ok watch tv,23
2255,0,lov thi line hurt truth,45
2256,0,check head drop stuff,54
2257,0,got lot hair dresser fr china,39
2258,0,sad stori man last week wa b day wife nt wish parent forgot n kid went work even colleagu wish,154
2259,0,ill call even ill idea,36
2260,1,splashmobil choo gr tone wk thi subscrit servic weekli tone cost p u one credit kick back enjoy,155
2261,0,show wot say could u c dust,64
2262,0,take lt gt min,36
2263,1,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx,160
2264,0,ok bu come soon come otherwi tomorrow,71
2265,0,cant pick phone right pl send messag,51
2266,1,forward free entri weekli comp send word enter c www textcomp com,121
2267,0,finish liao u,17
2268,1,lost pound help,33
2269,0,haha think,22
2270,0,u know watchin lido,26
2271,0,life spend someon lifetim may meaningless moment spent someon realli love mean life,144
2272,0,haha awesom u coupl time come,63
2273,0,cold dont sad dear,22
2274,0,think could stop like hour roommat look stock trip,89
2275,0,telli brdget jone,42
2276,0,love aathi love u lot,28
2277,0,hello r u im bore inev thought id get bore tv tell someth excit ha happen anyth,135
2278,0,hmm bad news hype park plaza studio taken onli left bedrm,78
2279,0,sorri call later meet,33
2280,0,r comin back dinner,27
2281,0,hav almost reach call unabl connect u,52
2282,0,wait yesterday,29
2283,0,reach home safe n sound liao,33
2284,0,velli good ye plea,23
2285,0,hi wkend ok journey terribl wk good huge back log mark,85
2286,0,two letter copi co one ha messag speak soon,101
2287,0,alex know guy sell mid south tampa think could set befor like,110
2288,0,dont messag offer,27
2289,1,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptx,159
2290,0,hey babe u doin wot u nite love anni x,58
2291,0,remind get shall,44
2292,0,v romant,26
2293,0,hello damn thi christma thing think decid keep thi mp doesnt work,91
2294,1,new messag plea call,48
2295,0,hi darlin im missin u hope good time u back time u give call home jess xx,125
2296,1,forward hi thi mailbox messag sm alert messag match plea call back retriev messag match,183
2297,0,draw va dont think,25
2298,0,dont pick call someth import tell hrishi,69
2299,1,congrat year special cinema pass call c suprman v matrix starwar etc free bx ip pm dont miss,160
2300,0,nothin come mind help buy hanger lor ur laptop heavi,72
2301,0,lt gt guess easi enough,48
2302,0,make babi yo tho,28
2303,0,tell friend come round til like lt gt ish,66
2304,0,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni,127
2305,0,still area restaur ill tri come back soon,62
2306,0,aight work thank,26
2307,1,win year suppli cd store ur choic worth enter weekli draw txt music ts cs www ldew com sub win ppmx,145
2308,1,mobi pub quiz win high street prize u know new duchess cornwal txt first name unsub stop sp arrow,160
2309,0,sleep bag blanket paper phone detail anyth el,78
2310,1,nokia thi get win free auction take part send nokia hg suit land row w jhl,151
2311,1,congratul thank good friend u xma prize claim easi call onli p per minut bt nation rate,157
2312,1,tddnewslett emc co uk game thedailydraw dear helen dozen free game great prizeswith,114
2313,0,guy,23
2314,0,also chat wa awesom make regular unless see person,85
2315,0,signif dont worri,34
2316,0,cau old live high,41
